--------- beginning of crash
03-11 19:04:24.890  1460  1460 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-commit-id:8f279a13f0709684183c66949c3aedba30471847
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-change-id:I9678c768ba1e3699d9c1b78051980c2e6eb41dfa
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-merge-id:none
03-11 19:04:25.191  1507  1594 I libGLES_mali: mtk-brm-commit-id:2dd3679a7a9ae1ac1c71018445b123e29438be5c
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-change-id:I2fd435266d7e8eadf0bdf45a2881b673239705c1
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-merge-id:none
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-commit-id:161f105d8fdcda4d5f9ff10858623788849cd706
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-change-id:I3cc60e15bedb425deae97e4ba62ce9795469d0f0
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-merge-id:none
03-11 19:04:25.226  1612  1612 I thermal_core: mtk-brm-commit-id:234641ae27aad1cfcf52a5ba536c107c965a52ab
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-change-id:Ieb2106d5ec215adedae5ff15a92923dc35fdb2bc
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-merge-id:none
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-commit-id:25a38658d8fcdbb20664f319d3ecf9d75fd3654c
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-change-id:I98bca291cad1df955fc3a2dd4a672c689604df9b
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-merge-id:none
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-commit-id:e0b1e6a299e09326d1e3c00df0bee88777f15fb0
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-change-id:Ia06225ca2806a5f28be95902c2303b12e9a90c38
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-commit-id:86b746c21fd235c214611f3344cf70649e895fd7
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-change-id:I44c926fb2a62b0816d0a8d12e3957bca373f1721
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-merge-id:none
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-commit-id:83b79bc206164073c4933dac9048e8bbf2468a2f
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-change-id:I3f996dc2e36f9014a83a3c7740956ca173b56f36
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-merge-id:none
03-11 19:04:25.375  1607  1607 I gpu_nn  : mtk-brm-commit-id:0b5fce9d2ecbb9be75db033475f121621364bbd0
03-11 19:04:25.377  1607  1607 I gpu_nn  : mtk-brm-change-id:Icf488c65b434d1938ee3d916fb07216f278b708b
03-11 19:04:25.378  1607  1607 I gpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-commit-id:9d634ad4aaec05afd61a48cc390c2f3e7ba213ba
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-change-id:I95f7f5b11ef3b8f02e5bc26abd93bf70033f9e48
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-merge-id:none
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-commit-id:dd4929e6a71bd0be06b2d18234833692e8dec44f
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-change-id:I4260c971d731b542818aac96725266c809617407
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-merge-id:none
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-commit-id:74ef16098784dd698d10950c8fd3f47295ee3fc0
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-change-id:I4b22c22d8511bdb8c07debbac82b1564676111e8
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-merge-id:none
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-commit-id:42dd6e7f89438f3318124f9493ca62ece27e05cf
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-change-id:Ifa8f19c763601e53c5a662fc54eb11853ade09e0
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-merge-id:none
03-12 15:00:51.829 10925 10925 E AndroidRuntime: FATAL EXCEPTION: main
03-12 15:00:51.829 10925 10925 E AndroidRuntime: Process: app.revenge, PID: 10925
03-12 15:00:51.829 10925 10925 E AndroidRuntime: java.lang.ExceptionInInitializerError
03-12 15:00:51.829 10925 10925 E AndroidRuntime: 	at org.lsposed.lspatch.metaloader.LSPAppComponentFactoryStub.a(Unknown Source:451)
03-13 00:28:23.031   145   145 I         : [thread:145] 2026-03-12 18:58:23.52259 UTC;android time 2026-03-12 18:58:23.52259
03-13 00:28:23.033   145   145 I         : [wdk-k] cpu=1 o_k=1 lbit=0xff cbit=0xff,0,7,1,231594461,ff,80512656,1135516,80512791,1135519,[99059395699125,14916322] 22 ffffffff
03-13 00:28:23.033   145   145 I wdt_dump_cntcv CPU: 1 CNTCV_CTL:1 CNTCV_TVAL:b4c6 CNTVCT:1408530478b SYST_CNTCR:4490d SYST_DISTL:0 SYST_CNTCV:14085304784
03-13 00:28:23.065 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.077 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.092 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.075  1484  1484 I battery_health_proc_show: bat_health = 100!
03-13 00:28:23.102 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.089  1484  1484 I battery_health_proc_show: bat_health = 100!
03-13 00:28:23.113 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.124 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.135 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.145 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.151  1576  1576 I touch_boost: enable=1, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:23.131   775   775 D [FTS_TS]fts_input_report_b: [B]P0(820, 1939)[p:63,tm:11] DOWN!
03-13 00:28:23.152  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:23.155 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.155 20228 20228 D BLASTBufferQueue: [VRI[MainActivity]#1] BLASTBufferQueue::presentLatest
03-13 00:28:23.169 20228 20541 D skia    : SkJpegCodec::onGetPixels + (400, 600)
03-13 00:28:23.176 20228 20541 D skia    : SkJpegCodec::onGetPixels -
03-13 00:28:23.181 20228 20541 W HWUI    : Image decoding logging dropped!
03-13 00:28:23.183 20228 20228 I RealImageLoader: ☁️ Successful (NETWORK) - https://www.royalroadcdn.com/public/covers-large/43318-the-butcher-of-gadobhra.jpg?time=1768247849
03-13 00:28:23.242  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:55.715256,dur:1005.11,max:342.22,min:8.82  
03-13 00:28:23.271  1576  1576 I touch_boost: enable=0, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:23.272  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:23.282  1576  1576 I touch_boost: enable=0, boost_up=0, boost_down=0, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:23.283  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:23.307 20228 20398 D skia    : SkJpegCodec::onGetPixels + (400, 600)
03-13 00:28:23.319 20228 20398 D skia    : SkJpegCodec::onGetPixels -
03-13 00:28:23.325 20228 20398 W HWUI    : Image decoding logging dropped!
03-13 00:28:23.329 20228 20228 I RealImageLoader: ☁️ Successful (NETWORK) - https://www.royalroadcdn.com/public/covers-large/phantom-star-aaaaofhuuru.jpg?time=1724821378
03-13 00:28:23.317   775   775 D [FTS_TS]fts_input_report_b: [B]P0 UP!
03-13 00:28:23.317   775   775 D [FTS_TS]fts_input_report_b: [B]Points All Up!
03-13 00:28:23.341 20228 20228 I ScrollIdentify: on fling
03-13 00:28:23.351 20228 20541 D skia    : SkJpegCodec::onGetPixels + (400, 600)
03-13 00:28:23.357 20228 20541 D skia    : SkJpegCodec::onGetPixels -
03-13 00:28:23.360 20228 20541 W HWUI    : Image decoding logging dropped!
03-13 00:28:23.366 20228 20228 I RealImageLoader: ☁️ Successful (NETWORK) - https://www.royalroadcdn.com/public/covers-large/magical-girl-mechanical-heart-aadaukdlry.jpg?time=1739570916
03-13 00:28:23.388 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.394 20228 20383 E Surface : IGraphicBufferProducer::setMaxDequeuedBufferCount(2) returned Invalid argument
03-13 00:28:23.395 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.403 20228 20322 E BLASTBufferQueue: [VRI[MainActivity]#1](f:1,a:7) acquireNextBufferLocked: Can't acquire next buffer. Already acquired max frames 7 max:5 + 2
03-13 00:28:23.411 20656 20656 W audit   : audit_lost=219875389 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:28:23.411 20656 20656 E audit   : rate limit exceeded
03-13 00:28:23.427  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259019): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:23.427  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259020): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:23.427  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259021): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:23.427  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259022): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:23.427  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259023): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:23.521  1576  1576 I touch_boost: enable=1, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:23.500   775   775 D [FTS_TS]fts_input_report_b: [B]P0(891, 1819)[p:63,tm:11] DOWN!
03-13 00:28:23.524  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:23.555   775   775 D [FTS_TS]fts_input_report_b: [B]P0 UP!
03-13 00:28:23.555   775   775 D [FTS_TS]fts_input_report_b: [B]Points All Up!
03-13 00:28:23.578 20228 20228 I ScrollIdentify: on fling
03-13 00:28:23.596  1473  1527 I libPerfCtl: xgfGetFPS pid:2556 fps:-1
03-13 00:28:23.596  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:90
03-13 00:28:23.627 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/107917-sky-pride.jpg?time=1759762861
03-13 00:28:23.629 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/65629-the-game-at-carousel-a-horror-movie-litrpg.jpg?time=1681708250
03-13 00:28:23.631 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/54508-the-unexpected-engagement-of-the-marvelous.jpg?time=1737062512
03-13 00:28:23.640  1576  1576 I touch_boost: enable=0, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:23.641  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:23.729 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/21410-super-minion.jpg?time=1679784929
03-13 00:28:23.732 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-full/36735-the-perfect-run.jpg?time=1604749383
03-13 00:28:23.734 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-full/21220-mother-of-learning.jpg?time=1637247458
03-13 00:28:24.117   329   329 I instant_current: cic_idx:0
03-13 00:28:24.372     0     0 I         : [    C4] swpm_sp_routine regular update(207), total_suspend(6828755279)
03-13 00:28:24.431  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259084): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:24.415 20656 20656 W audit   : audit_lost=219875449 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:28:24.431  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259085): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:24.415 20656 20656 E audit   : rate limit exceeded
03-13 00:28:24.431  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259086): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:24.431  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259087): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:24.431  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259088): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:24.458  1576  1576 I touch_boost: enable=1, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:24.460  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:24.437   775   775 D [FTS_TS]fts_input_report_b: [B]P0(758, 2042)[p:63,tm:11] DOWN!
03-13 00:28:24.534 20228 20228 I ScrollIdentify: on fling
03-13 00:28:24.536  1576  1576 I touch_boost: enable=0, boost_up=0, boost_down=0, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:24.536  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:68.037872,dur:1293.40,max:318.98,min:9.48  
03-13 00:28:24.512   775   775 D [FTS_TS]fts_input_report_b: [B]P0 UP!
03-13 00:28:24.512   775   775 D [FTS_TS]fts_input_report_b: [B]Points All Up!
03-13 00:28:24.538  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:24.565 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/48402-magical-girl-gunslinger.jpg?time=1693597835
03-13 00:28:24.567 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-full/beware-of-chicken-aacav1xoeg8.jpg?time=1610566797
03-13 00:28:24.568 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/26675-a-journey-of-black-and-red.jpg?time=1694070241
03-13 00:28:24.571     0     0 I [    C6] [ccci1/dpmf]dpmaif-txq: 0-3(status=0xf)[2048]: 2048-9720-10790, 2048-9702-9702, 2048-0-0, 2048-152-152
03-13 00:28:24.571     0     0 I         : [    C6] [ccci1/dpmf]dpmaif-txq pos: w/r/rel=(30,30,30)(972,972,972)(0,0,0)(304,304,304), tx_busy=0,0,0,0, last_isr=5a1815046f55,5a182186d63d,0,54d5cbd7199e
03-13 00:28:24.571     0     0 I [    C6] [ccci1/dpmf]dpmaif-rxq0: received:112285; q_state=1; budget:16383; w/r=(28112,28112)
03-13 00:28:24.576 16685 16685 I ccmni1  : to:clr(32:0)
03-13 00:28:24.576 16685 16685 I ccmni1  : ccmni1(1,1), rx=(14,1316,12409), tx=(33,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x3,0x81,0x0,0x0)
03-13 00:28:24.576 16685 16685 I ccmni2  : to:clr(32:0)
03-13 00:28:24.576 16685 16685 I ccmni2  : ccmni2(1,1), rx=(14,676,12409), tx=(119,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x3,0x81,0x0,0x0)
03-13 00:28:24.576 16685 16685 I ccmni3  : to:clr(32:0)
03-13 00:28:24.576 16685 16685 I ccmni3  : ccmni3(1,1), rx=(4879,5460049,12409), tx=(2425,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x3,0x81,0x0,0x0)
03-13 00:28:24.576 16685 16685 I ccmni4  : to:clr(32:0)
03-13 00:28:24.576 16685 16685 I ccmni4  : ccmni4(0,0), rx=(107378,134505694,12409), tx=(16994,0,0), txq_len=(0,0), tx_drop=(0,0,0), rx_drop=(0,0), tx_busy=(0,0), sta=(0x2,0x80,0x1,0x1)
03-13 00:28:24.576 16685 16685 I         : [ccci1/cif]total cnt=29310;rxq0 isr_cnt=2583;rxq1 isr_cnt=129;rxq2 isr_cnt=0;rxq3 isr_cnt=23;rxq4 isr_cnt=5633;rxq5 isr_cnt=20952;rxq6 isr_cnt=2;rxq7 isr_cnt=3;rxq8 isr_cnt=0;rxq9 isr_cnt=0;rxq10 isr_cnt=0;rxq11 isr_cnt=0;rxq12 isr_cnt=0;rxq13 isr_cnt=0;rxq14 isr_cnt=0;rxq15 isr_cnt=1;rxq16 isr_cnt=0;rxq17 isr_cnt=0;rxq18 isr_cnt=0;rxq19 isr_cnt=0;rxq20 isr_cnt=0;rxq21 isr_cnt=0;rxq22 isr_cnt=0;rxq23 isr_cnt=0;
03-13 00:28:24.600  1473  1527 I libPerfCtl: xgfGetFPS pid:2556 fps:-1
03-13 00:28:24.600  1473  1527 I libPerfCtl: xgfGetFPS pid:20228 fps:90
03-13 00:28:24.617 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/magical-girl-mechanical-heart-aadaukdlry.jpg?time=1739570916
03-13 00:28:24.619 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/43318-the-butcher-of-gadobhra.jpg?time=1768247849
03-13 00:28:24.621 20228 20228 I RealImageLoader: 🧠 Successful (MEMORY_CACHE) - https://www.royalroadcdn.com/public/covers-large/phantom-star-aaaaofhuuru.jpg?time=1724821378
03-13 00:28:24.634  1507  1879 D SurfaceFlinger: calculateTimeoutTime, triggerInterval = 2 sec + 899976307 nsec
03-13 00:28:24.635  1507  1878 D SurfaceFlinger: calculateTimeoutTime, triggerInterval = 2 sec + 899392385 nsec
03-13 00:28:24.617   239   239 I [DISP]mtk_dsi_esd_cmp: expect[0x9c], read[0x9c]
03-13 00:28:24.728  1576  1576 I touch_boost: enable=1, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:24.706   775   775 D [FTS_TS]fts_input_report_b: [B]P0(774, 1995)[p:63,tm:11] DOWN!
03-13 00:28:24.730  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:24.731 20228 20228 D BLASTBufferQueue: [VRI[MainActivity]#1] BLASTBufferQueue::presentLatest
03-13 00:28:24.787 20228 20398 D skia    : SkJpegCodec::onGetPixels + (400, 600)
03-13 00:28:24.794 20228 20398 D skia    : SkJpegCodec::onGetPixels -
03-13 00:28:24.799 20228 20398 W HWUI    : Image decoding logging dropped!
03-13 00:28:24.800 20228 20228 I RealImageLoader: ☁️ Successful (NETWORK) - https://www.royalroadcdn.com/public/covers-large/lost-and-found-warhammer-40k-si-153857.jpg?time=1757544248
03-13 00:28:24.833  1576  1576 I touch_boost: enable=0, boost_up=0, boost_down=0, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:24.834  1576  1576 I touch_boost: set_top_grp_aware
03-13 00:28:24.856 20228 20398 D skia    : SkJpegCodec::onGetPixels + (400, 600)
03-13 00:28:24.861 20228 20398 D skia    : SkJpegCodec::onGetPixels -
03-13 00:28:24.865 20228 20398 W HWUI    : Image decoding logging dropped!
03-13 00:28:24.866 20228 20228 I RealImageLoader: ☁️ Successful (NETWORK) - https://www.royalroadcdn.com/public/covers-large/the-years-of-apocalypse-a-time-loop-progression.jpg?time=1706941233
03-13 00:28:24.897   775   775 D [FTS_TS]fts_input_report_b: [B]P0 UP!
03-13 00:28:24.922 20228 20228 I ScrollIdentify: on fling
03-13 00:28:24.897   775   775 D [FTS_TS]fts_input_report_b: [B]Points All Up!
03-13 00:28:25.147  1685  2014 D ULogGuard: Monitoring: 17 threads, 0 requests, 0 time-bombs; 4 guards. ResetFlags = 0x7
03-13 00:28:25.217   329   329 I instant_current: cic_idx:0
03-13 00:28:25.244  2530  6993 D ThermalMitigationStrategy: reEvaluate:  mPendingScenesInfo: scenes: [charger] app: com.lagradost.quicknovel.debug appCat: -1 level: 4 temp: 34 uid: 10293 pid: 20228 mScenesInfo: scenes: [charger] app: com.lagradost.quicknovel appCat: -1 level: 4 temp: 34 uid: 10647 pid: 8813 sceneChange: false appChange: true levelChange: false
03-13 00:28:25.246  2530  6993 D ThermalMitigationStrategy: updatePolicyAndNotifyLocked222: origin config: {} last: {}
03-13 00:28:25.246  2530  6993 D ThermalMitigationStrategy: updatePolicyAndNotifyLocked: no any update, return
03-13 00:28:25.246  2530  6993 D ThermalMitigationStrategy: notifyBufferRateLocked: com.lagradost.quicknovel.debug 20228 10293 -1 com.lagradost.quicknovel.debug|charger -1
03-13 00:28:25.435  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259149): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:25.435  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259150): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:25.435  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259151): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:25.435  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259152): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:25.435  3170  3170 W dataInfoSend: type=1400 audit(0.0:220259153): avc:  denied  { bpf } for  capability=39  scontext=u:r:bpfloader:s0 tcontext=u:r:bpfloader:s0 tclass=capability2 permissive=0
03-13 00:28:25.419 20656 20656 W audit   : audit_lost=219875509 audit_rate_limit=5 audit_backlog_limit=64
03-13 00:28:25.419 20656 20656 E audit   : rate limit exceeded
03-13 00:28:25.468 16190 16190 D [FTS_TS]get_flow_cnt: reg0x91,val:f5,last:f5
03-13 00:28:25.541  1460  1882 I hwcomposer: [HWCDisplay] [Display_0 (type:1, mode:2)] fps:88.504616,dur:1005.60,max:23.24,min:8.74  
03-13 00:28:25.554  1576  1576 I touch_boost: enable=1, boost_up=0, boost_down=1, render_deboost=0, active_time=100, duration=120, idleprefer(TA,FG)=(0,0), util(TA,FG)=(0,0), freq(c0,c1,c2)=(1800000,900000,0)
03-13 00:28:25.555  1576  1576 I touch_boost: set_top_grp_aware
